codigo_barras,descricao,marca,grupo,quantidade,acucaresAdicionadosG,acucaresG,calcioMg,carboidratoG,cobreMg,colesterolMg,energiaKcal,energiaKj,ferroMg,fibraG,fosforoMg,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasSaturadasG,gordurasTransG,lipideosG,magnesioMg,manganesMg,niacinaMg,piridoxinaMg,potassioMg,proteinaG,retinolMcg,riboflavinaMg,sodioMg,tiaminaMg,vitaminaCMg,zincoMg
7898635643609,"Sal De Parrilla Para Churrasco Br Spices Frasco 1,01kg",BR SPICES,,1.01kg,,,,0,,,10.4,43.5136,,,,,,,,0,,,,,,0,,,,,,
7898635643623,BR SPICES Sal Parrilla para Churrasco,BR SPICES,Sal para churrasco,"1,01 kg",0,0,,0,,,0,0,,0,,,,0,,0,,,,,,0,,,2000,,,
7898635644095,Cebola Pó Com Tampa Dosadora Br Spices Essencial Vidro 45g,BR SPICES,,45g,,,,80,,,340,1422.56,,,,,,,,0,,,,,,12,,,,,,
7898635644118,Cúrcuma Pó Com Tampa Dosadora Br Spices Essencial Vidro 60g,BR SPICES,,60g,,,,68,,,380,1589.92,,,,,,,,0,,,,,,0,,,,,,
7898635644125,Gengibre Pó Com Tampa Dosadora Br Spices Essencial Vidro 35g,BR SPICES,,35g,,,,72,,,360,1506.24,,,,,,,,0,,,,,,0,,,,,,
7898635644132,Orégano Com Tampa Dosadora Br Spices Essencial Vidro 10g,BR SPICES,,10g,,,,60,,,260,1087.84,,,,,,,,0,,,,,,10,,,,,,
7898635644149,Páprica Defumada Com Tampa Dosadora Br Spices Essencial Vidro 45g,BR SPICES,,45g,,,,60,,,280,1171.52,,,,,,,,0,,,,,,14,,,,,,
7898635644156,Páprica Doce Com Tampa Dosadora Br Spices Essencial Vidro 45g,BR SPICES,,45g,,,,60,,,280,1171.52,,,,,,,,0,,,,,,14,,,,,,
7898635644163,Páprica Picante Com Tampa Dosadora Br Spices Essencial Vidro 45g,BR SPICES,,45g,,,,60,,,280,1171.52,,,,,,,,0,,,,,,14,,,,,,
7898635644170,Pimenta Calabresa Flocos Com Tampa Dosadora Br Spices Essencial Vidro 35g,BR SPICES,,35g,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7898635644187,Pimenta Caiena Com Tampa Dosadora Br Spices Essencial Vidro 45g,BR SPICES,,45g,,,,60,,,320,1338.88,,,,,,,,0,,,,,,12,,,,,,
7898635644231,BR SPICES Tempero Pote BR Spices Dry Rub 90g,BR SPICES,Alimentos processados,90g,0,0,145.9568,2,0.3558,0,15,70,5.1505,0,69.2637,,,0.1,,0.5,55.6664,3.4996,0.4595,0.2512,511.599,0,0,0.0471,320,0.0613,1.4451,0.5282
7898635644255,Canela Pó Com Tampa Dosadora Br Spices Essencial Vidro 50g,BR SPICES,,50g,,,,82,,,380,1589.92,,,,,,,,0,,,,,,0,,,,,,
7898635644590,BR SPICES Sal Rosa Himalaia Fino,BR SPICES,Salts,250g,0,0,,0,,,0,0,,0,,,,0,,0,,,,,,0,,,400,,,
7898635644699,Cacau em pó em vidro,BR SPICES,Cacaos en poudre,200g,0,2.5,140,74.5,3.9,0,625,2500,48.5,47.5,690,,,10,,15,500,4.1,1.15,0.005,3900,25,0,0.12,0,0.076,0.25,6.4
7898635720034,Filé de tilápia noronha empanado,,,,,3,,8.3,,,192,809.5,,0.8,,,,3.4,,11,,,,,,15,,,,,,
7898635720515,Bolinhos de Bacalhau Pré-Fritos Congelados,Noronha Pescados,,,,,,13,,,197,814.2,,,,,,2.8,,9.6,,,,,,14,,,211.2,,,
7898635980117,Creme fit de amendoim,,,,,6,,33.3333,,,553.3333,2267.3333,,6.6667,,,,7.3333,,35.3333,,,,,,20,,,333.3333,,,
7898636193516,Suplemento alimentar de eletrólitos,,,,,,,2,,,8,,,,,,,,,,,,,,,,,,253,,,
7898636193882,Sorox,,,,,,,0.1,,,4,7.9,,0.1,,,,,,0.1,,,,,,0.1,,,46,,,
7898636641550,7898636746752,Aroma bem estar,,,,,,,,,4,,,,,,,,,,,,,,,0.9,,,,,,
7898636660018,Farinha de Tapioca Mani Premium,Mani,Tapioca,500g,0,0,,43,,,225,942,,0,,,,0,,0,,,,,,0,,,0,,,
7898637252946,Whey protein,,,,,55,,58.3333,,,385,1631.1667,,,,,,2,,3.5,,,,,,30,,,361.6667,,,
7898637351021,Arroz negro,Liv Up,,,,,,31,,,149,655.9,,2.1,,,,,,1.1,,,,,,4.2,,,,,,
7898637351052,Batata doce com paprica,Liv Up,,,,3.5,,45,,,253,1102.6,,4.9,,,,1.1,,7.1,,,,,,2.1,,,286,,,
7898637351076,Purê de Batata,Livup,,,,,,10,,,80.8333,333.0833,,,,,,2.0833,,3.8333,,,,,,1.25,,,59.3333,,,
7898637351106,Batata assada com lemon pepper,Liv Up,,,,,,24,,,136,574,,,,,,,,3.2,,,,,,2.8,,,,,,
7898637351151,Pure de abobora,,,,,2.9,,9.1,,,60,269.1,,2.4,,,,0.3,,1.7,,,,,,1.9,,,,,,
7898637351168,Arroz de couve-flor,Liv Up,,,,,,8.5,,,90,398.7,,3.1,,,,,,4.5,,,,,,3.7,,,,,,
7898637351175,Arroz de brócolis com castanha do pará,,,,,0.8,,5.9,,,100,437.4,,2.9,,,,0.3,,6.6,,,,,,4.1,,,,,,
7898637351366,Bolinho de cenoura,,,,,12,,24,,,154,660.2,,2.2,,,,3,,5.1,,,,,,2.7,,,,,,
7898637351373,Bolinho de abóbora carne e chia,Liv Up,,,,,,13.8,,,230,1007.04,,6.88,,,,,,10.2,,,,,,20,,,,,,
7898637351380,Brownie Com Chocolate 70% Cacau,Livup,,,,,,48,,,486,2038.2,,,,,,,,30,,,,,,6.6,,,,,,
7898637351397,Quibe Assado com Castanha do Pará,Livup,,,,,,16,,,201,849.4,,2.1,,,,2.1,,7.8,,,,,,16,,,,,,
7898637351502,Pão de batata recheado com frango,Livup,,,0,11,,25,,,208,893.8,,2.8,,,,3.8,0,7.7,,,,,,9.5,,,396,,,
7898637351625,Arroz integral,Liv Up,,,,,,24,,,151,641.7,,,,,,,,4.8,,,,,,3.3,,,229,,,
7898637351649,Feijao Carioca,Liv Up,,,,0,,18.1818,,,105.4545,499.0909,,5.2727,,,,0.1818,,1.3636,,,,,,5.7273,,,335.4545,,,
7898637351748,Risotto de palmito pupubha,Liv Up,,,,,,20,,,132.6667,563.8,,0.9333,,,,1.6667,,3.7333,,,,,,4.6,,,,,,
7898637351779,Purê de Mandioquinha,Livup,,,,,,26,,,133,579,,2.3,,,,1.4,,2.7,,,,,,1.1,,,,,,
7898637351915,Iscas de file Mignon acebolado,,,,,,,3.8,,,190,802.3,,0.7,,,,3.6,,8.3,,,,,,25,,,,,,
7898637352059,Frango com molho de laranja,Livup,,,,,,7.2727,,,189.0909,802.2727,,0.4545,,,,3.1818,,8.6364,,,,,,20.9091,,,,,,
7898637352073,Iscas De Filé Mignon Ao Molho Mostarda,Livup,,,,1.0909,,1.7273,,,178.1818,745.4545,,,,,,3.8182,,8.7273,,,,,,22.7273,,,266.3636,,,
7898637352172,Cookie Com Gotas De Chocolate 70%,Liv Up,,,4.25,4.25,,67.5,,,425,1811.5,,2.75,,,,8,,14.25,,,,,,6.75,,,277.5,,,
7898637352431,Caldo verde com frango,Livup,,,,,,6.3,,,69,296.3,,0.7,,,,0.4,,1.7,,,,,,7.1,,,,,,
7898637352707,Abóbora Com Carne Desfiada,Livup,,,0,1.2,,5.5,,,59,257.8,,1.4,,,,0.7,0,2.3,,,,,,4,,,167,,,
7898637352769,Frango Croc Assado,Livup,,,,,,18.1818,,,211.8182,898.7273,,,,,,2.0909,,8,,,,,,17.2727,,,167.6364,,,
7898637352783,Frango desfiado cremoso,,,,,1.3333,,3.6667,,,116.6667,484.4167,,,,,,1.8333,,3.75,,,,,,16.6667,,,516.6667,,,
7898637352806,Creme de milho,Liv Up,,,,,,10,,,80,353.0769,,1.7692,,,,,,2.6923,,,,,,4.0769,,,,,,
7898637352820,Carne moída com cenoura e vagem,,,,,1.2,,3.6,,,173,730.4,,1.1,,,,2.5,,8.2,,,,,,21,,,290,,,
7898637352912,File mignon com chimichurri,Liv Up,,,,0.1818,,1.8182,,,200,840.5455,,0.1818,,,,3.8182,,11.8182,,,,,,21.8182,,,,,,
7898637353025,"Sobrecoxa assada com ervilhas, purê de batata e cenoura assada",Livup,Meal kits,300 g,0,2.6,,7.8,,,109,470,,1.8,,,,1.6,,5.2,,,,,,7.7,,,322,,,
7898637353032,"Frango Grelhado, arroz integral e creme de milho",Livup,,,,10,,14,,,132,573.1,,1.4,,,,0.9,,3.7,,,,,,11,,,,,,
7898637353063,"Carne moída, arroz integral e feijão carioca",marmitas liv up,,,,0.3,,16,,,123,545.1,,3.3,,,,0.8,,2.9,,,,,,8.2,,,268,,,
7898637353131,Abobrinha Grelhada,Livup,,,,,,8.7,,,82,364,,2.7,,,,,,4.2,,,,,,2.3,,,,,,
7898637353186,"Carne moida, arroz integral e purê de batata",,,,,0.5,,15,,,118,500,,1.3,,,,1.3,,3.4,,,,,,6.4,,,324,,,
7898637353193,"Frango Desfiado cremoso, cenoura assada e brócolis no vapor",Livup,,,,,,6.5,,,92,406.1,,2.6,,,,1.1,,3.2,,,,,,9.2,,,,,,
7898637353223,"Carne moida, pure de abobora e brocolis",Liv Up,,,,,,5.9,,,90,392.2,,2.1,,,,1.1,,3.3,,,,,,9,,,,,,
7898637353230,Sobrecoxa assada com ervilha e purê de abóbora,Livup,,,,,,6.3,,,100,433.7,,1.7,,,,1,,4.6,,,,,,8.4,,,,,,
7898637353247,"Frango com limão siciliano, arroz de Jasmin e brócolis",Livup,,,,1.2,,12,,,148,636.7,,1.3,,,,1.2,,5.9,,,,,,12,,,,,,
7898637353469,Quiche De Frango,Liv Up,,,,14,,19,,,247,1064,,3.5,,,,2.4,,11,,,,,,18,,,262,,,
7898637353506,"Frango assado, arroz integral com brócolis e purê de batata","Livup, Liv up",Meal kits,300,0,0.9,,10,,,119,505,,1.2,,,,1.5,,4.2,,,,,,10,,,349,,,
7898637353513,"Marmita de frango assado, couscous e legumes mediterrâneos",,,,,1.5,,12,,,140,595.4,,1.5,,,,1.1,,5.2,,,,,,11,,,394,,,
7898637353520,"Strogonoff de frango, arroz branco e batata assada",Livup,,,,2.2,,15,,,125,531.4,,1,,,,1.5,,3.9,,,,,,7.3,,,,,,
7898637353551,"Carne Moída, arroz de brócolis e abóbora assada com ervas",Livup,,,,2,,6.1,,,129,556.4,,2.1,,,,2.4,,7.6,,,,,,9.1,,,,,,
7898637353599,Escondidinho de carne com purê de batata,,,,,1.2,,6.4,,,96,411.8,,0.8,,,,2.2,,4.8,,,,,,7,,,300,,,
7898637353636,Risoto de Abóbora com carne desfiada,Liv Up,,,,,,10,,,93.3333,393.4667,,0.1333,,,,1.6,,3.8667,,,,,,4.6667,,,,,,
7898637353803,Nhoque Recheado De Muçarela Ao Molho De Tomate,Livup,,,,0.3,,19,,,157,670.7,,1,,,,3.3,,6.7,,,,,,5.4,,,209,,,
7898637353896,Frango a milanesa,,,,,2.5,,17,,,146,626.9,,1.1,,,,1,,4.3,,,,,,10,,,256,,,
7898637353902,Frango cremoso,Lívio,,,,1.3,,15,,,112,494.9,,2.5,,,,0.7,,1.9,,,,,,8.8,,,294,,,
7898637353919,Almôndega de carne com fusilli - livup,Livup,,,,1.8,,17,,,130,551.7,,1.2,,,,1.3,,3.9,,,,,,6.4,,,412,,,
7898637353926,Frango assado batata doce e brócolis no vapor,Liv Up,,,,2.3,,13,,,148,645.4,,2.3,,,,1.1,,5,,,,,,13,,,,,,
7898637353933,Escondidinho De Carne Moída Com Purê De Abóbora,Livup,,,0,2.3,,5.5,,,86,371.1,,1.4,,,,1.5,0,3.8,,,,,,7.4,,,325,,,
7898637354145,"Coxa de Frango, Mix de Raizes e Edamame",Liv Up,,,,2.4,,13,,,149,659,,2.7,,,,1.4,,6.2,,,,,,11,,,441,,,
7898637354152,"Picadinho De Carne, Arroz Branco, Feijão E Farofa",Liv Up,,,,1.1,,21,,,143,598,,3,,,,0.8,,2.9,,,,,,8.4,,,305,,,
7898637354169,Escondidinho de frango com purê de batata doce,Liveup,,,,,,12,,,107,458.5,,1.4,,,,1.6,,2.9,,,,,,8,,,,,,
7898637354176,Escondidinho de frango com purê de couve flor,Livup,,,0,1.5,,3.4,,,73,315,,1.1,,,,1.7,0,2.9,,,,,,8.3,,,218,,,
7898637354183,Coxa de frango desossada arroz feijão e farofa,Liv Up,,,0,0.3,,19,,,165,726.2,,2.7,,,,1.2,0,4.8,,,,,,12,,,400,,,
7898637354190,"Frango ao sugo com queijo, arroz branco e batata assada",Livup,,,,1.3,,12,,,123,517.3,,0.8,,,,1.3,,3.7,,,,,,10,,,,,,
7898637354275,Frango Assado Arroz Integral E Batata Doce,Liv Up,,,,0.5,,23,,,171,749.4,,2,,,,1,,4.2,,,,,,11,,,283,,,
7898637354312,"Filé Mignon Suíno Acebolado, Arroz E Feijão Carioca",Livrou,,,,0.8,,15,,,137,596.5,,2.3,,,,0.6,,2.3,,,,,,14,,,393,,,
7898637354367,Panqueca de frango com molho de tomate,Liveup,,,0.1,0.6,,11,,,118,501.3,,0.6,,,,1.1,,4,,,,,,9.5,,,107,,,
7898637354572,Tortinha de frango - Liveup,,,,,0.2857,,18.5714,,,235.7143,1006.2857,,1.1429,,,,3.1429,,8.5714,,,,,,21.4286,,,,,,
7898637354626,Ravioli de muçarela de búfala com molho de tomate,Liv Up,,,0,0.6,,21,0,,162,694.9,0,1.5,0,,,1,,5.5,0,0,,,,7.2,0,,,,0,0
7898637354633,Frango desviado cremoso - Liv Up,Livup,,,,1.5,,11,,,108,455.2,,2.1,,,,1,,2.2,,,,,,10,,,379,,,
7898637354640,"Coxa De Frango Desossada, Arroz, Feijão E Farofa",Livup,en:meals-with-chicken,370 g,0,0.5,,15,,,152,666.9,,2.4,,,,1.3,,5.1,,,,,,12,,,445,,,
7898637354657,"Marmita frango grelhado, arroz com brócolis e creme de milho",Liv Up,,,,2.4,,9.1,,,131,564.3,,1.1,,,,1.1,,4.4,,,,,,14,,,225,,,
7898637354664,Frango Assado Pure De Batata Doce E Brocolis No Vapor,Livup,,,,,,9.2,,,138,572,,,,,,,,4.8,,,,,,14,,,,,,
7898637354671,"Carne Moída, Arroz Integral E Feijão Carioca",Liv Up,Refeições para micro-ondas,,0,1.9,,14,,,124,547.2,,2.7,,,,1,,3.5,,,,,,9.3,,,356,,,
7898637354947,"Ravioli de gorgonzola, nozes e pêra ao molho branco",Livup,,,,6.1,,28,,,191,824.7,,1.4,,,,2.6,,5.4,,,,,,8.1,,,,,,
7898637354954,Coxinha de frango com batata doce,Livup,,,,,,33,,,245,1074.9,,2.3,,,,1.3,,6.5,,,,,,15,,,,,,
7898637354961,Rondelli de três queijos ao molho,Liv Up,,,0,0.6,,12,,,137,567.2,,0,,,,3.5,0,6.6,,,,,,7,,,289,,,
7898637355043,"Marmita vegana: Lentilha Pomodoro, Arroz de Jasmin e Brócolis",Liv Up,Marmita vegana,300,0,4.2,,21,,,130,593.9,,4.7,,,,0.4,,2.4,,,,,,6.5,,,225,,,
7898637355050,"Falafel, arroz branco e feijão carioca",,,,,,,32,,,202,925.7,,8.1,,,,,,4.2,,,,,,9.5,,,325,,,
7898637355067,Marmita vegan,Liv Up,Marmita vegana,300,0,1.4,,21,,0,138,565,,4.4,,,,0.5,,3.4,,,,,,5.4,,,296,,,
7898637355074,"Falafel, Couscous e Legumes Mediterrâneos",Livup,,,,1.2667,,9.3333,,,67,300.7333,,2.3333,,,,0.3,,2.0333,,,,,,2.8333,,,125.3333,,,
7898637355104,Panqueca De Espinafre E Queijos Ao Molho De Tomate,Livup,,,0,1.3,,8.6,,,128,543,,1,,,,3.2,0,7.2,,,,,,7.2,,,300,,,
7898637355135,"Coxa, Ervilha, Purê, Cenoura",Livup,,,,,,6.6,,,119,496.8,,,,,,,,5.8,,,,,,10,,,,,,
7898637355142,"Marmita - Filé Mignon Suíno Acebolada, Arroz E Feijão",Livup,,,,1.2,,13,,,140,603.9,,2.3,,,,0.7,,2.5,,,,,,16,,,394,,,
7898637355227,Grão De Bico Com Legumes,Liv Up,,,,,,19,,,135,568.1,,,,,,,,3.5,,,,,,6.8,,,,,,
7898637355234,"Marmita vegana: proteína de soja, arroz, feijão carioca e brócolis",Liveup,Marmita vegana,300,0,0.3,,15,,0,29.6667,410,,3.4,,,,0.2,,0.9,,,,,,5.5,,,122.4,,,
7898637355241,"Feijoada vegetariana, arroz branco e farofa",Liv Up,,,,1.4,,23,,,136,597,,3.7,,,,0.4,,2.7,,,,,,4.5,,,344,,,
7898637355258,"Proteína de soja com molho, purê de batata e mix de legumes",,,,,0.4,,9.1,,,75,334.6,,2.5,,,,0.9,,2.3,,,,,,4.4,,,400,,,
7898637355272,Estrogonofe,Livup,,,1.4,2.8,,12,,,124,524.7,,1,,,,,0,4.5,,,,,,8.6,,,344,,,
7898637355289,Marmita Almondega De Carne Com Fusili,Livup,,,0,2.1,,20,,,146,633.6,,1.3,,,,1.4,,4.3,,,,,,7.3,,,409,,,
7898637355388,"Estrogonofe de camarão, arroz branco e batata assada com páprica",Liveup,Meal kits,300 g,0.7,0.7,,15,,,108,460.3,,0.9,,,,1.3,,3.7,,,,,,3.6,,,374.6667,,,
7898637355395,"Salmão Em Lascas Com Molho Branco, Arroz E Legumes",Liv Up,,,,,,18,,,129,545.5,,,,,,1.6,,3.9,,,,,,5.6,,,,,,
7898637355418,Yakisoba de frango com legumes,marmitas FITNESS Liveup,,,2.2,3.6,,14,,,123,519.9,,1.5,,,,0.6,,2.7,,,,,,10,,,375,,,
7898637355425,"Estrogonofe, Arroz 7 Grãos, Broc",Livup,,,,,,8.9,,,112,469.3,,,,,,,,4,,,,,,10,,,,,,
7898637355432,Tiras De Frango Oriental,Livup,,,,,,11,,,116,494.8,,1.5,,,,,,3.4,,,,,,10,,,,,,
7898637355449,Almondega De Carne,Livup,,,,3.6,,12,,,118,528.9,,3.6,,,,1.7,,5.2,,,,,,6.1,,,345,,,
7898637355456,"Frango Em Tiras, Mix De Quinoa Brócolis E Cenoura",Lívio,,,,1.9,,7.9,,,116,526.9,,2.3,,,,0.9,,4.6,,,,,,12,,,315,,,
7898637355463,"carne moida com vagem, purê de mandioquinha e legumes assados",Liv Up,,,,2,,8.5,,,100,436.9,,2,,,,,,4.3,,,,,,6.9,,,,,,
7898637355494,Curry de Legumes com Grãos de Bico e Arroz,Liv Up,,,,0.6,,7.6667,,,57.6667,253.0333,,1.4667,,,,0.8,,2.2333,,,,,,1.6667,,,95.6667,,,
7898637355517,"Legumes ao Molho Oriental, Arroz Branco, Brócolis e Couve Flor",Liv Up,,,,1.3,,6,,,46,203,,1.0667,,,,0.3,,1.7333,,,,,,1.6667,,,117.6667,,,
7898637355524,"Marmita vegana: Grão De Bico Com Cogumelo, Mixed De Quinoa, Cenoura E Brócolis",Liv Up,Marmita vegana,300,0,2.6,,16,,0,116,486,,5.2,,,,0.4,,3.3,,,,,,5.6,,,347,,,
7898637355531,"Coxa De frango Desossada, Tomate Assado E Penne Ao Molho Pesto",Liv Up,,,,,,15,,,171,719.5,,,,,,,,7.5,,,,,,11,,,,,,
7898637355548,Frango Mostarda E Mel,Livup,,,2.7,4.7,,17,,,135,589.4,,1.6,,,,0.8,0,3.5,,,,,,9.3,,,292,,,
7898637355562,"Carne de panela desfiada, arroz branco, feijão preto e abóbora assada",Livup,,,,1.5,,13,,,104,461.1,,2.3,,,,0.8,,2.5,,,,,,7.6,,,288,,,
7898637355586,"Hambuerguer De Carne, Arroz Integral E Legumes",Livup,,,,2.6,,11,,,113,487.6,,2.3,,,,1.3,,3.4,,,,,,9.2,,,279,,,
7898637355609,"Frango assado, purê de mandioquinha e legumes assados com alecrim",Livup,,,,2.2,,8.9,,,113,488.7,,1.5,,,,1.2,,4.2,,,,,,10,,,346,,,
7898637355647,"Frango Desfiado Com Molho, Purê De Batata Com Brócolis E Legumes",Liv Up,,,0,3,,7.1,,,86,377.6,,1.8,,,,1.1,0,3.2,,,,,,7.3,,,368,,,
7898637355654,"Frango com lemon pepper, arroz com cenoura, feijão e legumes",Livup,,,,1.1,,12,,,111,494.8,,2.8,,,,0.6,,2.2,,,,,,11,,,300,,,
7898637355661,Marmita Almôndega De Frango Feijão Arroz Integral Com Ervilha E Legumes,Livup,,,,2.6,,15,,,126,561.4,,3.3,,,,0.8,,3.8,,,,,,8.2,,,373,,,
7898637355678,"Frango Oriental, Arroz Integral Com Brócolis E Amêndoas E Legumes",Liv Up,Meal kits,430,0,3.2,,10,,,105,452,,2.4,,,,0.7,,3.8,,,,,,7.2,,,280,,,
7898637355685,"Almôndega De Carne Com Molho, Purê De Batata E Legumes",Liv Up,,,,2.4,,11,,,118,522.3,,2.5,,,,1.6,,4.8,,,,,,8.1,,,367,,,
7898637355692,Yakisoba de Frango com Legumes,Livup,,,,,,13,,,122,505.7,,,,,,,,3.1,,,,,,10,,,,,,
7898637355715,"carne moída com vagem, arroz com brócolis, feijão preto e legumes",Livup,,,,,,11,,,102,424.1,,,,,,,,3.1,,,,,,7.2,,,,,,
7898637355739,"Frango Desfiado Com Molho, Purê De Batata Com Brócolis E Legumes",Livup Performance Pro,,,,3.3,,7.6,,,90,393.2,,1.9,,,,1.2,,3.6,,,,,,6.8,,,360,,,
7898637355784,Penne ao Molho de Espinafre,Liv Up,,,,,,13,,,126,524.5,,,,,,,,3.7,,,,,,9.8,,,,,,
7898637355807,Lasanha à bolonhesa,Livup,Meal kits,340g,0,4.5,,16,,,158,658.8,,1.2,,,,2.7,,5.6,,,,,,10,,,276,,,
7898637355814,"Lasanha Frango, Massa Espinafre",Livup,,,,,,9.2,,,96,410.2,,,,,,,,3,,,,,,8.4,,,,,,
7898637355838,"Frango, Arroz, Cenoura, Legumes",Livup,,,,,,9.9,,,105,444.1,,,,,,,,2.4,,,,,,11,,,,,,
7898637355876,frango mostarda e mel,Livup,,,,,,14,,,127.907,551.4,,2.9,,,,0.8,,3.8,,,,,,8.8,,,,,,
7898637355883,"Liv Up Coxa De Frango, Tomate Assado E Fusilli Ao Molho Pesto",Liv Up,,,,,,12,,,157,668.5,,,,,,,,7.5,,,,,,11,,,,,,
7898637355906,file suino,Livup,,,,1.6395,,16.3953,,,138.8372,627.286,,3.0605,,,,0.6558,,2.7326,,,,,,13.1163,,,470,,,
7898637510060,Poupa de goiaba,,,,,,,14,,,68,350.2,,6.5,,,,,,0.8,,,,,,1.8,,,,,,
7898638060342,Suco de laranja,Pleno Nature,,,,9,,11,,,44,187,,0,,,,0,,0,,,,,,0,,,0,,,
7898638063428,O Tradicional,,,,,22,,23,,,93,391,,,,,,0,,0,,,,,,0,,,0,,,
7898638065286,Suco de uva integral,Saudávi,,,,,,13,,,53,,,,,,,,,,,,,,,,,,,,,
7898638065903,Suco de Uva Integral Casas Pedro,Casas Pedro,Sucos e néctares,300ml,0,0,,27,,,108,459,,0,,,,0,,0,,,,,,0,,,0,,,
7898638066313,Suco Plenno Maçã Integral,Hugo Pietro,Sucos e néctares,"1,35L",,12,,13,,,52,,,,,,,,,,,,,,,,,,,,,
7898638930133,Queijo Minas Padrão Fracionado Light,Basel,en:cheeses,,,,,6.6667,,56.6667,256.6667,1065,,0,,5,,10,0,15,,,,,,23.3333,,,366.6667,,,
7898638930287,Manteiga,,,,,,,,,,72,,,,,,,5.5,,8,,,,,,,,,57,,,
7898638930294,Queijo Qualho Espero,Basel Lácteos,,,,,800,0,,,313,1313,,0,,,,16,,24,,,,,,25,,,923,,,
7898640960036,Amendoim crocante,,,,,,,22.5806,,,590.3226,2635.4839,,9.6774,,,,6.4516,,48.3871,,,,,,22.5806,,,,,,
7898640960104,Pasta de amendoim com chocolate,Tocca,,,,9.6774,,29.0323,,,580.6452,2545.1613,,6.4516,,19.3548,16.129,9.6774,0,45.1613,,,,,,19.3548,,,0,,,
7898641040584,Blanc de poulet,Frango Bello,,,,,,,,,104,,,,,,,,,1,,,,,,23,,,,,,
7898641070017,HydroLite sabor Laranja,Dux,,,40.4348,40.4348,782.6087,86.9565,,,347.8261,1478.2609,,,,,,,,0,,,,,239.1304,0,,,965.2174,,,
7898641070024,Hydrolite,Dux,,1 kg,,40.4348,,86.9565,,,347.8261,1478.2609,,0,,,,0,,0,,,,,,0,,,965.2174,,,
7898641070079,Dux recharge 4:1,,,,,59.4595,,70.2703,,,370.2703,1563.8378,,,,,,,,1.7838,,,,,,17.8378,,,337.8378,,,
7898641070123,Palatinose,Dux,,400 g,,96.6667,,96.6667,,,380,1643.3333,,,,,,,,0,,,,,,0,,,,,,
7898641070338,Whey Protein Concentrado,Dux,,,,,,12.8571,,,406.6667,1697.1429,,0,,,,3.5714,,7.1429,,,,,,71.4286,,,321.4286,,,
7898641070345,Whey DUX Chocolate,Dux nutrition,Protein powders,,,14.3333,,18,,,406.6667,1741.6667,,2.3333,,,,4.6667,,7.6667,,,,,,66.6667,,,356.6667,,,
7898641070352,Whey Concentrado de Morango,Dux,,,,17,,18.6667,,,403.3333,1709.6667,,,,,,4.3333,,7,,,,,,66.6667,,,380,,,
7898641070369,Whey isolado de baunilha,Dux,,,,2.069,,5.5172,,,372.4138,1577.2414,,,,,,1.0345,,2.069,,,,,,82.7586,,,406.8966,,,
7898641070376,Whey Protein Isolado Isolate,Dux,,,,2,,6.67,,,373.3333,1605.75,,2.67,,,,1.67,,3,,,,,,80,,,380,,,
7898641070536,Whey Protein Isolado Sachê Sabor Baunilha,Dux,,,,,,5.5172,,,372.4138,1577.2414,,,,,,,,2.069,,,,,,82.7586,,,,,,
7898641070550,Whey Protein Isolado de Chocolate - Dux,,,,,2,,6.6667,,,373.3333,1605.6667,,2.6667,,,,1.6667,,3,,,,,,80,,,,,,
7898641070703,Whey Isolado,Dux,,,,0,,4.4828,,,368.9655,1559.6552,,0,,,,1.0345,,2.069,,,,,,82.7586,,,410.3448,,,
7898641070796,Whey protein,Dux,,,,,,1.6,,,108,457.4,,,,,,,,0.6,,,,,,24,,,,,,
7898641070802,Whey Isolado Chocolate,Dux,,,,2,,6.6667,,,373.3333,1584.3333,,,,,,1.6667,,3,,,,,,80,,,,,,
7898641070826,Whey Protein (Baunilha) - DUX,,,,,16.6667,,19,,,406.6667,1715.3333,,,,,,4.3333,,7,,,,,,66.6667,,,,,,
7898641070833,Whey Protein Concentrado - DUX,,,,,14.3333,,18,,,406.6667,1741.6667,,2.3333,,,,4.6667,,7.6667,,,,,,66.6667,,,,,,
7898641070840,Whey Morango Concentrado,Dux,,,,,,18.6667,,,403.3333,1709.6667,,,,,,4.3333,,7,,,,,,66.6667,,,380,,,
7898641070888,Whey Protein Concentrado,Dux,,900 g,6.6667,2,,21.3333,0,,420,1779.6667,0,,0,,,4.6667,,7.6667,0,0,,,,66.6667,0,,363.3333,,0,0
7898641070895,Whey protein,Dux,,,0,,,5,0,,120,506.4,0,,0,,,2.2,,2.2,0,0,,,,20,0,,,,0,0
7898641070901,Whey baunilha DUX,Dux,,,,16.6667,,19,,,406.6667,1715.3333,,,,,,,,7,,,,,,66.6667,,,,,,
7898641070918,Whey Protein Concentrado,Dux,,,,,,18,,,406.6667,1723,,,,,,,,7.6667,,,,,,66.6667,,,,,,
7898641070932,Whey Concentrado Cookies,Dux,,,,14.6667,,21.3333,,,420,1779.6667,,,,,,4.6667,,7.6667,,,,,,66.6667,,,363.3333,,,
7898641070949,Whey Protein Concentrado,DUX Human Health,,,,16.6667,,19,,,406.6667,1715.3333,,,,,,4.3333,,7,,,,,,66.6667,,,380,,,
7898641070970,Glutamina,Dux,,,,,,,,,400,,,,,,,,,,,,,,,100,,,,,,
